rank,building_id,meter,site_id,primary_use,square_feet,anomaly_rate,anomaly_hours,total_hours,max_streak,mean_anomaly_score,max_anomaly_score,total_excess,excess_per_sqft,priority_score
210,387,0,3,Education,104200.0,0.029904848,66,2207,10,0.044813707,9.19374942779541,5340.9473,0.05125669,0.021511025036418253
211,1347,2,15,Education,322341.0,0.030436916,62,2037,5,-0.020521272,9.85654354095459,25154.424,0.07803669,0.021461598583815217
212,535,0,3,Healthcare,15000.0,0.021295877,47,2207,22,-0.19306852,7.809559345245361,2465.8716,0.16439144,0.021412958165073333
213,449,0,3,Lodging/residential,18340.0,0.027803522,60,2158,10,-0.092490405,5.111904144287109,1707.2412,0.093088396,0.02123125596423151
214,701,0,5,Education,128682.0,0.03127833,69,2206,8,-0.07168824,6.567704200744629,2265.499,0.017605407,0.021154555352381022
215,716,0,5,Education,37265.0,0.030371714,67,2206,5,0.09730701,5.633788108825684,2497.9517,0.06703211,0.02108289162194304
216,284,1,2,Entertainment/public assembly,230259.0,0.03125,69,2208,6,0.046525817,9.018292427062988,7687.644,0.033386942,0.021066077701791294
217,393,0,3,Education,59400.0,0.030357951,67,2207,9,-0.049729217,7.744070529937744,1279.6104,0.021542262,0.02089726774239863
218,221,3,2,Education,204349.0,0.02853351,43,1507,9,-0.004546461,7.1728644371032715,2344.2344,0.0114717195,0.0204535708243941
219,166,3,2,Lodging/residential,553210.0,0.02990196,61,2040,9,0.05830675,7.959676742553711,3824.5347,0.0069133504,0.02044509827803709
220,87,0,0,Entertainment/public assembly,6412.0,0.017202353,38,2209,6,-0.073849,7.66442346572876,2445.1724,0.38134316,0.020422308596096915
221,646,0,4,Education,58733.0,0.028972385,64,2209,9,-0.106901534,8.594549179077148,1238.8613,0.021093104,0.020041900956440258
222,515,0,3,Education,63900.0,0.028545536,63,2207,10,-0.08023605,6.442100524902344,1406.4626,0.02201037,0.02001892851535745
223,60,0,0,Education,81576.0,0.028519692,63,2209,4,0.1294479,6.847937107086182,6421.9917,0.078724034,0.02000572952114991
224,323,0,3,Education,282200.0,0.030357951,67,2207,5,-0.10102312,8.405189514160156,4342.4883,0.015387981,0.019900342311445662
225,742,0,5,Entertainment/public assembly,31829.0,0.02719855,60,2206,4,-0.06917174,8.953598976135254,3233.2742,0.101582654,0.019722192032249456
226,7,1,0,Education,121074.0,0.014094955,19,1348,2,0.027909502,5.982262134552002,54346.906,0.44887346,0.019482697249082574
227,88,0,0,Entertainment/public assembly,76527.0,0.026256224,58,2209,12,-0.062335897,7.730380058288574,2792.3682,0.036488667,0.019380634890242006
228,288,0,2,Entertainment/public assembly,10733.0,0.020833334,46,2208,8,-0.23654275,5.652759552001953,2326.8252,0.21679169,0.019321784847748855
229,695,0,5,Education,121062.0,0.028558478,63,2206,6,-0.06706648,6.696920394897461,2123.3328,0.017539218,0.019068714382682952
230,250,1,2,Education,131710.0,0.027173912,60,2208,7,0.007568881,12.322937965393066,4971.132,0.03774301,0.018898073711133653
231,187,0,2,Education,44203.0,0.025815217,57,2208,6,-0.22122857,7.107808589935303,3646.3809,0.0824917,0.018873828702360807
232,1420,2,15,Entertainment/public assembly,95079.0,0.02700049,55,2037,4,0.015348396,10.615167617797852,6305.169,0.066315055,0.018871261805818003
233,1408,0,15,Entertainment/public assembly,28760.0,0.02503682,51,2037,9,-0.11411235,5.785515785217285,1864.9617,0.064845674,0.018803288001085855
234,280,0,2,Entertainment/public assembly,105505.0,0.027626812,61,2208,7,-0.1333512,6.5761871337890625,2215.0574,0.02099481,0.01879313315146845
235,237,0,2,Public services,101262.0,0.025815217,57,2208,9,-0.01645132,5.359331130981445,4573.625,0.04516625,0.018668058333061004
236,235,0,2,Education,9309.0,0.019021738,42,2208,23,-0.0988798,7.077332973480225,876.7915,0.094187506,0.01864520623973344
237,92,1,0,Office,10779.0,0.0056630485,12,2119,3,0.0030415119,5.5756683349609375,6879.9805,0.63827634,0.018622415145192625
238,198,0,2,Office,163959.0,0.027173912,60,2208,7,0.0021472506,9.561346054077148,3579.333,0.02183066,0.01853644260816443
239,179,0,2,Food sales and service,24867.0,0.024456521,54,2208,9,-0.09822743,7.689601898193359,1807.3594,0.07268104,0.018466315239004643
240,790,2,7,Education,86111.0,0.024146982,46,1905,3,0.054397274,9.198850631713867,11049.467,0.12831655,0.018359475078730134
241,204,0,2,Lodging/residential,30949.0,0.023097826,51,2208,14,-0.02892481,7.7505412101745605,1183.2072,0.03823087,0.017927168700700248
242,475,0,3,Office,474680.0,0.024014499,53,2207,11,-0.055768043,63.20486831665039,13931.285,0.029348793,0.017641864481757016
243,39,0,0,Office,64619.0,0.025350837,56,2209,8,-0.07195055,5.696725845336914,1294.3071,0.020029822,0.017599179036122826
244,1331,2,15,Education,171008.0,0.005891016,12,2037,4,-0.003864897,7.795248031616211,98351.516,0.57512814,0.01758514572390166
245,1367,2,15,Education,33695.0,0.011291115,23,2037,4,0.07052452,7.314272403717041,14423.646,0.42806488,0.017530035408616182
246,1375,2,15,Office,115288.0,0.02503682,51,2037,3,0.0010923812,10.32556438446045,7953.448,0.06898765,0.017504539291640822
247,221,1,2,Education,204349.0,0.025362318,56,2208,4,0.0035386267,11.300702095031738,10807.818,0.05288902,0.01749704255322951
248,676,0,5,Manufacturing/industrial,90697.0,0.024932005,55,2206,3,0.040895026,7.8490376472473145,5266.7617,0.058069855,0.017139261537174648
249,353,0,3,Education,99700.0,0.024920708,55,2207,7,-0.04975698,6.726417064666748,1833.8821,0.018394003,0.017087462975294312
250,334,0,3,Education,57100.0,0.023561396,52,2207,9,-0.031898763,5.341228485107422,1763.0431,0.030876411,0.016972242277173477
251,254,0,2,Entertainment/public assembly,254766.0,0.02490942,55,2208,5,0.08103627,8.387271881103516,7867.9854,0.030883184,0.016935410800342506
252,168,3,2,Education,183460.0,0.021295877,47,2207,15,-0.015046877,8.012275695800781,5160.466,0.02812856,0.016816332186659476
253,796,2,7,Education,226042.0,0.024288688,35,1441,3,0.003937979,11.780679702758789,10350.457,0.045789972,0.016809990290706206
254,1334,0,15,Office,130794.0,0.02258223,46,2037,11,0.029761573,6.321953773498535,1793.075,0.013709153,0.016611288336330698
255,1383,2,15,Education,105612.0,0.011291115,23,2037,2,0.049447235,5.340756893157959,42756.406,0.4048442,0.01653801798709828
256,1384,0,15,Education,56969.0,0.026018655,53,2037,3,0.16922629,4.9710373878479,0.9727864,1.7075716e-05,0.01653474208849219
257,598,0,4,Public services,68701.0,0.023540063,52,2209,8,-0.13070314,7.3190460205078125,1387.8293,0.020201007,0.016500824981542907
258,378,0,3,Public services,35241.0,0.023108292,51,2207,7,-0.16391952,4.883950710296631,1425.7725,0.040457774,0.016485652075734714
259,650,0,4,Education,75228.0,0.02219203,49,2208,10,-0.05857429,6.893964767456055,2362.3806,0.03140294,0.01636395085978673
260,41,0,0,Office,93860.0,0.017202353,38,2209,25,-0.035204567,9.479926109313965,1603.9663,0.017088924,0.01621145761710091
261,20,0,0,Education,110272.0,0.023540063,52,2209,7,-0.046230234,8.17603874206543,1708.6107,0.015494511,0.01617979183350584
262,228,1,2,Lodging/residential,49108.0,0.020327868,31,1525,10,-0.048743367,9.116250038146973,1427.8054,0.029074803,0.01613549254475157
263,1426,2,15,Entertainment/public assembly,15450.0,0.008345607,17,2037,2,0.038332146,5.886080741882324,7149.5747,0.46275565,0.016061168256521735
264,209,3,2,Education,193294.0,0.021778584,48,2204,9,0.12667015,7.667961597442627,6802.7095,0.03519359,0.01598775835686115
265,802,0,7,Education,290625.0,0.021609195,47,2175,5,-0.02612961,6.516322612762451,19967.79,0.06870637,0.015802352927788962
266,577,0,4,Education,113589.0,0.022181982,49,2209,9,-0.07900841,5.42375373840332,1473.7333,0.01297426,0.01572397683527356
267,148,0,1,Office,174601.0,0.023572076,52,2206,4,0.035754308,9.685168266296387,3744.0452,0.021443434,0.015693428643680313
268,236,1,2,Entertainment/public assembly,144086.0,0.02219203,49,2208,7,-0.014156926,8.024271965026855,4307.981,0.029898679,0.015687260027141332
269,372,0,3,Education,49100.0,0.020389669,45,2207,12,-0.07534106,6.392831802368164,1277.1155,0.026010498,0.015573779126684019
270,265,1,2,Office,118966.0,0.022459293,40,1781,5,-0.09147777,13.511488914489746,2983.5962,0.025079403,0.015568823216301902
271,277,1,2,Education,12761.0,0.019021738,42,2208,7,-0.06355691,8.603361129760742,1352.8037,0.106010795,0.01548721758476818
272,183,1,2,Education,132518.0,0.02219203,49,2208,6,-0.03887189,8.578877449035645,3744.714,0.028258154,0.015435808636835455
273,191,0,2,Education,78268.0,0.020232676,40,1977,11,-0.11569856,6.682712078094482,1676.7961,0.021423776,0.015433909202770851
274,216,1,2,Education,137065.0,0.020054694,44,2194,9,0.007467358,8.089942932128906,7622.2227,0.055610277,0.01541120373426682
275,708,0,5,Education,102429.0,0.022665458,50,2206,5,-0.0807428,4.780979633331299,2215.4202,0.021628838,0.01536013355202152
276,179,3,2,Food sales and service,24867.0,0.019474637,43,2208,3,0.037154168,7.801905632019043,3112.3264,0.1251589,0.015341399942891932
277,584,0,4,Education,137806.0,0.021729289,48,2209,8,-0.02130634,8.645485877990723,2413.1973,0.017511554,0.015337460652872718
278,254,1,2,Entertainment/public assembly,254766.0,0.021543086,43,1996,5,-0.009650268,9.18200969696045,10897.754,0.04277554,0.015270285083635036
279,236,0,2,Entertainment/public assembly,144086.0,0.02219203,49,2208,7,-0.12244968,10.359278678894043,1421.8724,0.00986822,0.015232038998923298
280,203,1,2,Lodging/residential,63348.0,0.019021738,42,2208,5,0.113753304,5.69199275970459,7008.6934,0.110637955,0.015164040266903678
281,1382,2,15,Public services,243072.0,0.01963672,40,2037,3,0.018544286,7.139626502990723,26264.252,0.10805133,0.01510520344066117
282,215,1,2,Lodging/residential,36406.0,0.021338506,44,2062,5,-0.15120879,19.20920181274414,1492.3029,0.040990576,0.01506727277832625
283,1418,2,15,Lodging/residential,41302.0,0.009327442,19,2037,3,0.1133285,5.406610488891602,15595.193,0.37758932,0.014955443742334963
284,396,0,3,Public services,16768.0,0.01812415,40,2207,7,-0.10251234,5.689662456512451,1744.725,0.10405087,0.014896981306739518
285,169,1,2,Education,179559.0,0.01856884,41,2208,4,0.036512047,8.035070419311523,21364.717,0.11898439,0.01486387127788296
286,1438,2,15,Education,108971.0,0.015755786,32,2031,3,0.07427209,8.516709327697754,21927.395,0.2012223,0.014862327436517678
287,472,0,3,Education,69400.0,0.019936565,44,2207,8,-0.07097211,9.08126163482666,2977.8276,0.04290818,0.014824932681961722
288,137,0,1,Entertainment/public assembly,64024.0,0.020852221,46,2206,7,-0.11377911,4.881178855895996,1773.1143,0.027694525,0.01482296741299904
289,1406,2,15,Lodging/residential,136522.0,0.010800197,22,2037,2,0.075289585,15.262627601623535,46725.53,0.34225643,0.01481679231693521
290,643,0,4,Education,110919.0,0.021729289,48,2209,6,-0.005025341,5.30027961730957,1316.9282,0.011872882,0.014781171344242389
291,450,0,3,Education,116872.0,0.021295877,47,2207,6,-0.035184335,6.867203235626221,2651.0757,0.022683583,0.014764200843878474
292,181,0,2,Education,148829.0,0.021305531,47,2206,6,-0.011783654,7.795558929443359,3175.585,0.021337138,0.014740060352383426
293,212,1,2,Education,327256.0,0.019021738,42,2208,4,0.047052942,9.133230209350586,32958.227,0.10071084,0.014724264162272257
294,25,0,0,Office,103286.0,0.021276595,47,2209,6,-0.053786114,5.3207597732543945,2152.3286,0.020838533,0.014709368003572119
295,1326,0,15,Office,46981.0,0.01963672,40,2037,7,-0.07304583,5.864599704742432,2193.6436,0.046692144,0.014639314967727466
296,264,0,2,Office,83660.0,0.019474637,43,2208,10,-0.03822975,11.790229797363281,2021.0415,0.0241578,0.014545180961651936
297,333,0,3,Education,59900.0,0.020842774,46,2207,6,-0.042357046,5.78066349029541,1378.1624,0.023007719,0.014495757006088867
298,217,0,2,Education,282946.0,0.020380436,45,2208,8,0.03401281,9.683998107910156,3686.5059,0.013029008,0.014415298742640798
299,190,0,2,Education,137040.0,0.018115941,40,2208,13,0.05105268,8.050607681274414,2632.3257,0.019208448,0.014248146828152227
300,279,0,2,Education,49384.0,0.019474637,43,2208,8,-0.109953776,6.482523441314697,1339.8915,0.027132098,0.014184439967986039
301,442,0,3,Education,70800.0,0.019483462,43,2207,7,-0.012169169,7.5735015869140625,2298.8198,0.032469206,0.014097615559285327
302,1431,2,15,Public services,111360.0,0.01767305,36,2037,3,0.030610545,8.934682846069336,12475.027,0.112024315,0.014000182688206315
303,287,1,2,Office,33713.0,0.02219203,49,2208,2,0.23143739,4.958034992218018,63.197567,0.0018745756,0.01397953137785568
304,175,3,2,Education,111635.0,0.0195241,32,1639,6,0.22206871,7.170851230621338,1700.9884,0.015237053,0.013961986848661857
305,1407,0,15,Lodging/residential,83141.0,0.02012764,41,2037,5,0.0057897205,6.148716449737549,1900.272,0.022856016,0.013932140607691802
306,132,0,1,Lodging/residential,83108.0,0.019945603,44,2206,6,-0.12495627,4.656020164489746,1824.8352,0.021957396,0.013926349584397632
307,176,0,2,Education,62238.0,0.019021738,42,2208,7,-0.0855839,4.999627590179443,2305.939,0.037050337,0.013919991736522327
308,1344,2,15,Education,125507.0,0.016200295,33,2037,2,0.068793684,7.3790764808654785,19136.834,0.15247622,0.013790877396933306
309,1379,2,15,Office,49553.0,0.009327442,19,2037,3,0.10449666,7.933047294616699,16054.109,0.32397854,0.013737061941082186
310,119,3,1,Education,91149.0,0.017891683,37,2068,3,0.051598616,8.671183586120605,8431.248,0.09249962,0.01367910108130252
311,78,0,0,Education,76257.0,0.019013127,42,2209,3,-0.005008719,5.838988780975342,4891.4185,0.06414386,0.013673526298286318
312,32,0,0,Office,48392.0,0.019918514,44,2209,3,-0.05508919,10.423218727111816,1887.1908,0.038997993,0.013653172538502734
313,1377,1,15,Education,74599.0,0.018921476,40,2114,6,-0.07371779,13.38679027557373,2432.7737,0.032611344,0.013601049152377405
314,1327,2,15,Education,98125.0,0.011441648,5,437,2,-0.1479958,5.065281867980957,19094.088,0.19458944,0.013551238695905205
315,630,0,4,Education,93420.0,0.019013127,42,2209,8,-0.107985824,5.823475360870361,952.5981,0.010196939,0.013517860633921078
316,120,0,1,Education,68211.0,0.01677244,37,2206,11,0.12773414,5.696484565734863,2661.5059,0.03901872,0.013454355944785158
317,210,0,2,Education,71248.0,0.019021738,42,2208,4,0.07941376,11.531211853027344,3190.1384,0.04477513,0.013453044473127219
318,191,1,2,Education,78268.0,0.01856884,41,2208,7,-0.07701519,9.301151275634766,2215.9338,0.02831213,0.013445717931087307
319,248,1,2,Education,24643.0,0.012228261,27,2208,9,-0.019346235,6.800431728363037,4371.029,0.17737405,0.013402104150918432
320,69,0,0,Parking,387638.0,0.019918514,44,2209,4,-0.3760301,4.981290817260742,6626.631,0.017094895,0.013369464232559346
321,674,0,5,Entertainment/public assembly,149704.0,0.019492295,43,2206,4,-0.020702071,8.48050594329834,4246.5615,0.028366387,0.013367343585041746
322,208,1,2,Healthcare,36904.0,0.019021738,42,2208,4,-0.359269,5.882909774780273,1503.7228,0.04074688,0.013361496681417846
323,188,0,2,Office,23549.0,0.016941393,37,2184,9,0.0237606,5.813075065612793,1080.2415,0.045872074,0.013303662073341532
324,1413,2,15,Lodging/residential,65999.0,0.015218458,31,2037,2,0.02369835,6.683284759521484,10323.195,0.15641442,0.013282720791254287
325,1,0,0,Education,2720.0,0.0018107741,4,2209,4,-0.060175546,4.389425277709961,1355.1992,0.49823502,0.013281636991687202
326,1402,2,15,Lodging/residential,133594.0,0.016200295,33,2037,2,0.021532169,7.467845439910889,16706.748,0.12505613,0.013167716190989755
327,82,1,0,Office,10743.0,0.0023596035,5,2119,2,0.07786763,5.647614002227783,5286.3896,0.4920776,0.013065822340177877
328,0,0,0,Education,7432.0,0.010411951,23,2209,4,-0.1515187,5.013252258300781,1915.8688,0.25778642,0.013052750034026173
329,136,0,1,Lodging/residential,56467.0,0.018132366,40,2206,7,-0.16690347,6.863263130187988,1190.4646,0.021082483,0.013017086172713598
330,325,0,3,Education,59200.0,0.017217943,38,2207,9,-0.04049569,6.308477401733398,1570.4207,0.026527377,0.013012057001217154
331,15,0,0,Office,83957.0,0.01674966,37,2209,10,-0.06686134,7.773992538452148,2451.0527,0.029194145,0.012999937585431918
332,677,0,5,Public services,7072.0,0.014052584,31,2206,2,-0.35323745,4.739907264709473,1214.4224,0.17172262,0.0128853691026962
333,169,3,2,Education,179559.0,0.019125683,42,2196,3,0.073796004,7.014970302581787,4650.335,0.025898647,0.012876665109441111
334,267,0,2,Entertainment/public assembly,72193.0,0.019021738,42,2208,3,-0.069082074,7.449431896209717,2010.8793,0.027854213,0.012854324194658753
335,168,1,2,Education,183460.0,0.017663043,39,2208,3,0.01019165,6.330780029296875,11600.839,0.063233614,0.012831316567957414
336,195,1,2,Office,9703.0,0.015384615,32,2080,6,0.15838322,6.060175895690918,894.2941,0.09216677,0.012823535484022971
337,95,1,0,Lodging/residential,200933.0,0.0047214353,10,2118,5,-0.010712985,4.484738826751709,77750.0,0.3869449,0.012784226219403021
338,360,0,3,Education,69600.0,0.017217943,38,2207,8,-0.13151002,5.392333984375,1758.9719,0.025272585,0.012769275000421888
339,668,0,5,Entertainment/public assembly,47275.0,0.01631913,36,2206,8,-0.020062966,6.448993682861328,2204.5176,0.046631783,0.012708350090414334
340,234,3,2,Education,179167.0,0.013586956,30,2208,20,0.19342975,4.041982173919678,1126.04,0.0062848628,0.012696760986657627
341,3,0,0,Education,23685.0,0.014033499,31,2209,4,-0.046268556,7.855144500732422,3382.0125,0.14279132,0.01264380629402095
342,363,0,3,Education,69300.0,0.017217943,38,2207,5,-0.09043128,7.61557674407959,3152.542,0.045491226,0.012585977215522607
343,141,0,1,Office,44789.0,0.01677244,37,2206,7,-0.068434775,5.538898944854736,1700.6394,0.037970025,0.012573073855833623
344,1377,2,15,Education,74599.0,0.00981836,20,2037,2,0.014628194,5.082404613494873,20125.941,0.26978835,0.012572193144417241
345,121,3,1,Education,150318.0,0.016605167,27,1626,3,-0.013082328,45.146697998046875,9931.268,0.06606839,0.012481770459830677
346,1371,0,15,Public services,50577.0,0.016691213,34,2037,7,-0.17357709,5.259676456451416,964.5249,0.019070426,0.012218602442867004
347,714,0,5,Education,8730.0,0.003173164,7,2206,2,-0.03461506,4.762554168701172,3765.054,0.43127766,0.012161679541006427
348,580,0,4,Education,104016.0,0.016296968,36,2209,8,-0.06968109,5.567594528198242,2371.689,0.022801194,0.012150947475132257
349,1396,2,15,Lodging/residential,96336.0,0.011782032,24,2037,5,0.016313942,7.957373142242432,16155.235,0.16769676,0.012143769541328422
350,1367,0,15,Education,33695.0,0.016200295,33,2037,3,-0.112780295,4.648745536804199,2293.8293,0.06807625,0.012104913305403536
351,1338,2,15,Education,31415.0,0.012763868,26,2037,2,0.0032305787,12.406932830810547,5349.146,0.17027363,0.01210354930302939
352,589,0,4,Education,305268.0,0.01674966,37,2209,8,-0.13718034,8.982372283935547,2567.0547,0.0084091835,0.01209942710622034
353,347,0,3,Education,75900.0,0.016311735,36,2207,5,-0.13070798,7.737179756164551,3667.165,0.048315745,0.012098548009370392
354,1378,2,15,Education,214505.0,0.011291115,23,2037,1,0.066347644,7.77372407913208,46734.973,0.21787359,0.01205669464938582
355,290,0,2,Office,51732.0,0.01585145,35,2208,8,-0.0036255566,6.017903804779053,1481.1311,0.028630849,0.012013016681376365
356,102,0,0,Office,15876.0,0.01539158,34,2209,7,-0.08844817,5.382458686828613,600.167,0.037803415,0.01172670111302402
357,376,0,3,Office,585955.0,0.01621121,35,2159,6,0.024360236,5.571132183074951,12533.246,0.021389434,0.011668264317819902
358,1390,2,15,Entertainment/public assembly,93608.0,0.0142366225,29,2037,2,0.0055061015,17.390525817871094,10254.158,0.10954361,0.011619857382245287
359,177,0,2,Entertainment/public assembly,167066.0,0.01585145,35,2208,6,-0.08088367,11.688603401184082,3367.186,0.020154824,0.01139205060766815
360,7,0,0,Education,121074.0,0.015844274,35,2209,5,-0.054980528,7.5590949058532715,3359.3184,0.027745994,0.011345551064856494
361,790,1,7,Education,86111.0,0.015172414,33,2175,6,-0.070957586,14.79265022277832,2936.1128,0.034096837,0.01131506096713224
362,1381,1,15,Office,84615.0,0.016083255,34,2114,6,0.061565332,6.603298187255859,670.3225,0.007922029,0.011312284949243342
363,279,1,2,Education,49384.0,0.015398551,34,2208,3,0.03325181,5.256136894226074,2763.019,0.05594968,0.01128735056145258
364,1375,1,15,Office,115288.0,0.015610218,33,2114,4,-0.03625424,4.5932087898254395,4154.09,0.03603228,0.011215804090586702
365,495,0,3,Education,47500.0,0.015405528,34,2207,4,-0.12976335,5.026467800140381,1750.2317,0.036846984,0.011072017373297223
366,696,0,5,Education,19041.0,0.012692656,28,2206,4,0.007999582,5.358656883239746,2029.3494,0.10657788,0.011005779441985004
367,295,0,3,Education,83400.0,0.014952424,33,2207,7,-0.077219784,6.1278886795043945,1422.1672,0.017052365,0.010989141277556982
368,108,0,1,Education,81580.0,0.0131459655,29,2206,10,-0.036437508,9.679194450378418,2919.2656,0.035784084,0.010958997133815181
369,792,1,7,Education,333681.0,0.012890431,26,2017,2,0.10692661,5.728821277618408,38218.414,0.11453578,0.010918470948636072
370,1366,2,15,Office,87977.0,0.012763868,26,2037,3,-4.5993682e-05,13.26713752746582,9090.327,0.10332618,0.010814218735391243
371,443,0,3,Education,109000.0,0.014046216,31,2207,8,-0.119475394,5.468477249145508,2404.2734,0.022057554,0.010765536052810741
372,1332,0,15,Education,47398.0,0.0142366225,29,2037,3,-0.06772961,7.90279483795166,2923.2214,0.06167394,0.010764097161581642
373,730,0,5,Education,126045.0,0.014505893,32,2206,7,-0.066578016,4.9893717765808105,2381.317,0.018892594,0.010759833680678803
374,202,1,2,Lodging/residential,74682.0,0.013134058,29,2208,6,0.1313412,7.154721736907959,4836.3037,0.06475863,0.010751623666641216
375,47,0,0,Retail,31666.0,0.0126754185,28,2209,6,0.021730894,5.434696197509766,2406.357,0.07599182,0.010727152000321772
376,28,0,0,Office,52957.0,0.014033499,31,2209,7,-0.10645272,6.107504844665527,1560.0398,0.029458614,0.0107103705576513
377,419,0,3,Education,271300.0,0.014952424,33,2207,6,-0.21858783,8.903950691223145,3683.4473,0.013577026,0.010695893994708307
378,275,0,2,Office,70832.0,0.013586956,30,2208,8,-0.07640011,8.853507995605469,2087.895,0.029476719,0.010653812096818292
379,1384,2,15,Education,56969.0,0.009327442,19,2037,2,0.03825187,5.639099597930908,11298.041,0.1983191,0.010649123321375319
380,1410,1,15,Office,11524.0,0.0089877015,19,2114,5,-0.16349809,4.22313928604126,2053.725,0.17821287,0.01063953747879946
381,707,0,5,Education,11270.0,0.0045330916,10,2206,4,-0.02972261,4.962348461151123,3473.275,0.30818766,0.010620812831635662
382,1342,2,15,Education,116854.0,0.015218458,31,2037,3,-0.085143164,8.375105857849121,3237.558,0.02770601,0.01058978372759887
383,452,0,3,Education,155100.0,0.014499321,32,2207,6,0.00024693052,5.5620880126953125,2851.6577,0.01838593,0.010529372991548372
384,679,0,5,Public services,43400.0,0.014505893,32,2206,3,-0.107807934,6.179440975189209,1938.0292,0.04465505,0.010487873636518217
385,205,1,2,Lodging/residential,60086.0,0.013586956,30,2208,6,-0.10783319,6.664368629455566,2090.5,0.034791797,0.010346268717028363
386,1348,0,15,Education,131271.0,0.015218458,31,2037,2,-0.114048734,8.510048866271973,3559.8286,0.027118165,0.010344277172643154
387,172,0,2,Office,121440.0,0.014039855,31,2208,6,-0.025827873,8.830254554748535,2736.9707,0.022537638,0.010343461654492559
388,366,0,3,Public services,9941.0,0.013593113,30,2207,3,-0.09860692,5.036772727966309,618.85565,0.062252857,0.010331896196374311
389,644,0,4,Entertainment/public assembly,261091.0,0.015291937,33,2158,3,-0.071948476,7.113640308380127,3356.1948,0.012854503,0.01025793975614195
390,1336,0,15,Office,31053.0,0.013254787,27,2037,4,-0.17854443,4.427220821380615,1684.6699,0.05425144,0.010229900308601476
391,588,0,4,Education,21866.0,0.011317338,25,2209,7,0.024566708,5.074322700500488,1746.6477,0.07987962,0.010202896203668047
392,380,0,3,Education,95100.0,0.013593113,30,2207,6,-0.016925287,6.064038276672363,2591.787,0.027253281,0.010179275826781253
393,195,0,2,Office,9703.0,0.011322464,25,2208,13,-0.09379729,8.998907089233398,213.22226,0.02197488,0.01017573529018903
394,549,0,3,Public services,12754.0,0.011327594,25,2207,4,-0.12883753,6.849248886108398,1359.5708,0.10659956,0.01017495111468378
395,248,3,2,Education,24643.0,0.012750455,14,1098,2,0.09132102,4.085367202758789,1633.9873,0.066306345,0.010129638310868216
396,481,0,3,Education,104294.0,0.013593113,30,2207,4,0.017203985,6.228783130645752,4494.589,0.043095373,0.010110779961946743
397,246,3,2,Office,202435.0,0.011775362,26,2208,11,-0.032202426,6.369123935699463,4965.4697,0.024528712,0.01008112403195012
398,392,0,3,Education,53000.0,0.013140009,29,2207,6,-0.11781616,5.271886348724365,1759.4143,0.033196498,0.010038532845206973
399,500,0,3,Education,99975.0,0.011020604,23,2087,10,0.021408292,8.208890914916992,4480.9346,0.04482055,0.009992855724673719
400,1363,2,15,Office,157933.0,0.012763868,26,2037,1,0.026449122,11.004156112670898,13792.06,0.087328546,0.009986355721302536
401,1335,0,15,Public services,136817.0,0.01227295,25,2037,9,-0.032975815,5.267667293548584,2147.1763,0.015693782,0.009916699117741033
402,190,1,2,Education,137040.0,0.013165113,24,1823,5,-0.00812006,12.10014533996582,3643.887,0.026589952,0.00991507160846884
403,489,0,3,Education,85039.0,0.012686905,28,2207,3,0.0189165,9.29611873626709,5545.296,0.06520885,0.00984745409461709
404,29,0,0,Education,113866.0,0.013580806,30,2209,4,-0.1460453,5.648353099822998,3608.5825,0.031691484,0.009843341720153803
405,1362,0,15,Education,113988.0,0.01227295,25,2037,8,-0.047936887,5.164621829986572,2537.4402,0.022260591,0.009833792403708012
406,300,0,3,Education,62800.0,0.012233801,27,2207,5,0.055569075,5.389891147613525,3566.5115,0.056791585,0.00980887911758226
407,570,0,4,Education,193202.0,0.012222725,27,2209,10,-0.09560565,5.39883279800415,1891.6594,0.009791097,0.009803369253167658
408,311,0,3,Education,50000.0,0.013140009,29,2207,5,-0.14003563,4.952392101287842,1588.3563,0.031767126,0.009791783236147504
409,255,0,2,Education,49078.0,0.013586956,30,2208,5,-0.022404887,4.948500633239746,937.1096,0.01909429,0.009775352144790772
410,733,0,5,Education,96929.0,0.012692656,28,2206,7,-0.13287395,5.669522285461426,2272.731,0.02344738,0.00975960569258156
411,1424,2,15,Lodging/residential,24103.0,0.00490918,10,2037,2,-0.0030491021,6.324422359466553,6656.661,0.27617562,0.009729067655041803
412,656,0,5,Other,5769.0,0.005893019,13,2206,1,-0.054934133,4.392003536224365,1500.3638,0.26007345,0.009712068120518265
413,1438,0,15,Education,108971.0,0.013745705,28,2037,3,-0.026551925,7.709559917449951,2911.149,0.026714897,0.009670774633816217
414,448,0,3,Office,328760.0,0.013140009,29,2207,4,0.040291738,5.813125133514404,11297.29,0.034363337,0.009636520704263268
415,170,1,2,Retail,45224.0,0.011322464,25,2208,5,-0.14088397,5.804541110992432,3251.059,0.07188792,0.009596736175474962
416,1361,2,15,Education,233863.0,0.0090763485,17,1873,1,0.043343253,5.096332550048828,38828.527,0.16603108,0.009550667168647109
417,1381,0,15,Office,84615.0,0.012763868,26,2037,6,-0.016193178,6.2636494636535645,1261.3577,0.014907022,0.009501206635903932
418,1404,1,15,Lodging/residential,169290.0,0.014372163,19,1322,2,-0.028548969,6.30353307723999,160.19417,0.0009462707,0.009485444256022284
419,789,1,7,Education,64583.0,0.012189176,25,2051,5,-0.24605235,5.146679401397705,2469.8228,0.038242616,0.009441648207025397
